Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Hospitality,Male,Small,21,39,15,Medium,Medium,6,No
Hospitality,Female,Small,14,25,3,High,Medium,7,Yes
Hospitality,Female,Medium,18,26,11,Low,Low,2,No
Health Care,Female,Large,113,22,9,Low,Medium,6,Yes
Banking,Male,Medium,16,50,12,Medium,Medium,7,Yes
Banking,Male,Small,54,37,10,Low,Medium,12,No
Health Care,Male,Medium,30,24,0,High,Medium,4,Yes
Hospitality,Male,Large,43,17,2,High,Medium,1,No
Health Care,Male,Small,25,39,6,High,High,8,Yes
Health Care,Male,Small,42,41,7,High,Medium,13,Yes
Health Care,Male,Small,20,110,26,High,Low,25,Yes
Hospitality,Male,Large,41,16,4,High,Low,1,No
Hospitality,Male,Medium,59,42,9,High,Medium,11,No
Health Care,Female,Medium,84,31,11,Low,Low,8,Yes
Hospitality,Female,Small,34,32,16,Medium,Medium,1,Yes
Banking,Male,Small,30,34,7,High,High,11,Yes
Health Care,Male,Large,117,11,5,High,High,1,No
Health Care,Male,Small,44,49,8,High,Medium,13,Yes
Hospitality,Male,Large,30,86,42,Low,Medium,11,Yes
Banking,Female,Medium,26,32,6,High,Medium,10,Yes
Hospitality,Female,Small,79,12,11,High,Medium,2,Yes
Health Care,Male,Medium,120,78,31,Low,High,21,No
Health Care,Male,Large,74,74,30,Low,High,19,Yes
Banking,Male,Medium,42,88,39,Low,Low,19,Yes
Banking,Male,Large,30,29,6,High,High,4,Yes
Health Care,Male,Small,39,29,3,High,High,6,Yes
Hospitality,Male,Medium,23,18,8,High,Low,1,Yes
Hospitality,Male,Large,38,17,10,Medium,Low,1,No
Health Care,Male,Large,52,63,14,High,High,1,No
Banking,Male,Medium,51,31,13,Medium,Medium,7,Yes
Hospitality,Female,Medium,34,18,12,Low,High,4,Yes
Banking,Male,Small,22,29,13,Low,Low,7,Yes
Hospitality,Male,Small,44,75,16,High,Low,8,No
Health Care,Male,Small,54,65,26,Medium,Low,20,Yes
Hospitality,Male,Small,62,57,29,Low,Medium,18,Yes
Health Care,Male,Small,26,40,14,Low,Medium,11,Yes
Hospitality,Male,Small,43,42,18,Medium,High,14,No
Banking,Female,Large,165,24,2,High,High,1,Yes
Banking,Male,Medium,93,28,10,Medium,High,1,No
Hospitality,Male,Medium,37,26,6,Medium,Low,5,Yes
Hospitality,Male,Large,57,60,15,High,Low,9,No
Banking,Female,Small,69,59,20,Medium,Low,13,Yes
Hospitality,Female,Medium,25,33,14,High,Medium,5,Yes
Hospitality,Male,Medium,67,82,23,Medium,Low,23,Yes
Health Care,Male,Small,71,64,13,High,High,14,Yes
Hospitality,Male,Large,114,20,7,Low,Low,1,Yes
Health Care,Male,Small,40,27,7,High,Low,5,Yes
Banking,Male,Small,13,71,16,High,Medium,25,No
Banking,Male,Small,17,27,5,Low,Medium,5,No
Hospitality,Male,Large,98,28,12,Medium,High,4,Yes
Hospitality,Male,Medium,65,58,24,Medium,High,3,Yes
Banking,Male,Medium,17,24,12,Low,Low,6,Yes
Health Care,Female,Medium,16,55,17,Medium,High,11,No
Health Care,Male,Small,21,13,3,High,Medium,1,No
Hospitality,Male,Medium,49,91,28,Medium,Medium,15,Yes
Banking,Male,Medium,38,70,27,Medium,Low,20,No
Health Care,Male,Small,12,48,23,Low,High,13,Yes
Hospitality,Male,Medium,20,63,26,Low,Low,20,Yes
Health Care,Male,Small,46,12,4,Medium,Low,1,Yes
Health Care,Male,Small,20,38,12,High,Low,5,Yes
Health Care,Male,Large,37,24,9,High,Medium,1,Yes
Hospitality,Male,Medium,17,77,26,Medium,Medium,15,Yes
Banking,Male,Medium,77,83,35,Medium,High,25,Yes
Health Care,Female,Medium,36,17,10,Medium,High,3,No
Hospitality,Male,Medium,38,41,11,High,High,7,Yes
Health Care,Male,Medium,17,46,10,High,High,3,Yes
Banking,Male,Large,71,86,20,High,Low,4,No
Banking,Female,Medium,49,39,18,Low,Medium,6,No
Health Care,Male,Large,38,44,10,High,Medium,13,Yes
Health Care,Female,Large,175,24,15,Low,Medium,2,Yes
Health Care,Female,Medium,65,22,4,Medium,Medium,2,Yes
Health Care,Male,Large,131,22,7,High,High,2,No
Hospitality,Male,Medium,40,10,0,Medium,Low,1,Yes
Hospitality,Male,Medium,28,32,15,Low,High,9,No
Health Care,Female,Small,37,23,12,Low,Low,2,Yes
Hospitality,Male,Medium,23,43,19,Medium,Low,5,Yes
Hospitality,Male,Large,39,35,13,Low,Medium,10,Yes
Banking,Male,Large,78,22,5,Medium,Medium,5,Yes
Hospitality,Male,Large,70,75,29,Medium,Low,19,Yes
Health Care,Male,Small,16,54,17,High,Medium,12,Yes
Banking,Male,Medium,40,24,10,Low,Medium,3,No
Banking,Male,Small,31,12,0,High,Low,2,No
Banking,Male,Small,63,61,18,Medium,High,18,Yes
Banking,Male,Medium,61,46,15,Medium,Low,5,No
Banking,Female,Medium,23,17,3,Low,High,4,No
Hospitality,Male,Medium,70,43,17,Medium,Low,14,Yes
Health Care,Female,Medium,128,34,6,High,Medium,1,Yes
Hospitality,Male,Small,43,30,13,Low,High,5,Yes
Banking,Male,Small,50,50,15,High,High,11,Yes
Banking,Male,Large,49,67,17,High,High,16,Yes
Health Care,Male,Small,132,57,31,Low,Low,18,Yes
Hospitality,Female,Small,16,27,13,Medium,Low,6,Yes
Health Care,Female,Large,116,51,14,Medium,Medium,16,Yes
Hospitality,Male,Large,61,12,7,Low,Medium,1,Yes
Health Care,Male,Large,57,19,7,Medium,High,3,No
Banking,Male,Small,20,55,17,High,Low,1,Yes
Health Care,Male,Small,26,13,6,Medium,Medium,2,Yes
Banking,Male,Large,127,38,8,High,Medium,11,Yes
Health Care,Male,Large,206,15,5,High,High,1,No
Hospitality,Male,Medium,33,24,9,Low,Low,6,Yes
Banking,Male,Small,38,20,7,Low,High,5,Yes
Banking,Female,Small,50,14,3,High,Medium,2,Yes
Banking,Female,Small,14,43,15,Medium,High,10,Yes
Health Care,Male,Medium,120,45,24,Low,Medium,10,Yes
Banking,Female,Small,17,38,11,Medium,High,11,No
Hospitality,Male,Large,184,47,5,High,Low,12,Yes
Banking,Male,Small,119,17,3,High,High,4,Yes
Hospitality,Male,Medium,19,83,38,Low,Medium,25,Yes
Health Care,Male,Small,67,9,4,Low,Medium,1,Yes
Health Care,Male,Medium,48,44,10,High,Low,9,Yes
Health Care,Female,Small,54,79,22,High,High,25,No
Banking,Female,Large,37,16,6,Medium,Low,3,Yes
Banking,Male,Medium,74,15,5,High,Low,3,Yes
Health Care,Female,Small,36,24,5,Low,Low,7,Yes
Hospitality,Male,Large,74,51,22,Low,Low,13,Yes
Hospitality,Male,Medium,42,41,18,Low,Medium,4,No
Banking,Male,Large,115,73,37,Low,Low,15,Yes
Banking,Male,Large,52,27,6,High,Low,3,No
Banking,Male,Large,209,82,26,Medium,Low,17,Yes
Health Care,Male,Small,21,44,17,Low,Medium,3,Yes
Banking,Male,Small,64,44,13,High,Medium,8,No
Hospitality,Male,Large,30,23,4,High,Medium,4,Yes
Banking,Male,Medium,96,43,16,Low,Medium,4,Yes
Health Care,Male,Small,59,24,11,Medium,Medium,4,No
Banking,Male,Large,38,29,8,High,High,6,Yes
Health Care,Male,Small,45,61,14,High,Low,15,Yes
Health Care,Male,Large,59,76,15,High,High,12,No
Banking,Female,Large,70,29,14,Low,Low,5,Yes
Health Care,Male,Large,34,17,8,Medium,High,3,Yes
Health Care,Male,Small,17,49,9,High,Medium,16,Yes
Health Care,Male,Medium,115,54,14,High,Low,17,No
Health Care,Male,Medium,33,28,12,Low,Medium,5,Yes
Banking,Male,Medium,16,37,13,Low,High,10,Yes
Hospitality,Male,Small,30,35,7,High,Medium,4,No
Banking,Female,Medium,185,23,7,Medium,Medium,2,No
Banking,Male,Medium,28,24,4,Medium,Low,4,Yes
Health Care,Male,Medium,20,35,13,Medium,High,10,Yes
Banking,Male,Large,94,50,15,Medium,High,12,No
Health Care,Male,Medium,97,63,20,Medium,Medium,16,Yes
Health Care,Male,Small,61,32,12,Medium,High,1,Yes
Health Care,Male,Medium,50,92,40,Low,Low,6,Yes
Health Care,Female,Large,42,18,3,High,High,3,No
Banking,Male,Small,50,32,7,High,Medium,10,Yes
Banking,Female,Medium,71,24,3,High,Medium,3,No
Hospitality,Male,Small,59,63,14,High,Low,7,Yes
Banking,Male,Medium,32,36,8,High,High,10,Yes
Banking,Male,Large,62,58,26,Low,High,12,No
Hospitality,Male,Large,40,20,10,Low,High,3,Yes
Health Care,Female,Medium,63,16,8,Low,Low,1,Yes
Hospitality,Male,Medium,59,56,23,Medium,Low,2,No
Banking,Male,Large,36,36,8,Medium,Medium,8,Yes
Hospitality,Female,Large,31,28,9,High,High,1,Yes
Banking,Female,Medium,114,23,7,Medium,High,2,Yes
Banking,Female,Medium,16,91,33,Medium,Low,25,Yes
Health Care,Female,Medium,47,22,6,High,Medium,4,Yes
Hospitality,Male,Small,27,53,22,Low,High,6,Yes
Health Care,Female,Medium,64,21,9,High,Low,1,No
Banking,Male,Large,35,32,13,Medium,Medium,8,Yes
Health Care,Female,Large,101,17,8,Low,Low,4,No
Hospitality,Female,Large,89,24,12,High,High,7,No
Hospitality,Male,Small,60,28,6,Medium,High,6,No
Hospitality,Female,Medium,39,73,25,Medium,High,25,Yes
Health Care,Male,Small,44,15,6,Medium,Medium,3,Yes
Hospitality,Male,Small,26,36,5,High,Low,7,Yes
Hospitality,Male,Large,288,84,35,Low,Medium,4,Yes
Health Care,Female,Medium,42,27,9,High,High,5,Yes
Health Care,Male,Large,117,21,3,High,Medium,1,No
Hospitality,Male,Small,14,35,14,Medium,Medium,10,Yes
Health Care,Male,Medium,35,15,1,High,High,2,No
Hospitality,Female,Medium,17,27,12,High,High,6,Yes
Banking,Male,Small,15,46,9,Medium,High,5,Yes
Hospitality,Female,Small,29,70,20,High,High,6,Yes
Health Care,Female,Small,22,37,10,High,Medium,4,Yes
Health Care,Male,Medium,35,14,0,Medium,High,3,No
Hospitality,Male,Large,72,28,6,High,Medium,5,No
Hospitality,Female,Large,40,17,0,Medium,Low,1,Yes
Banking,Female,Large,58,55,25,Low,Medium,3,No
Health Care,Female,Large,153,60,13,High,Medium,13,Yes
Health Care,Male,Large,151,63,16,Medium,Low,15,Yes
Hospitality,Female,Medium,37,46,11,High,High,11,Yes
Health Care,Male,Medium,60,45,20,Low,Low,9,No
Health Care,Male,Medium,61,59,26,Medium,High,14,Yes
Hospitality,Female,Large,32,24,8,High,Low,2,Yes
Banking,Male,Small,35,49,5,High,Medium,6,Yes
Hospitality,Female,Small,52,10,0,High,Medium,1,No
Health Care,Male,Large,86,82,23,High,High,13,No
Health Care,Female,Small,31,44,14,Low,Low,6,Yes
Hospitality,Male,Large,77,53,10,High,High,14,No
Health Care,Male,Large,74,69,31,Low,High,13,Yes
Banking,Female,Small,49,48,20,Low,High,6,Yes
Hospitality,Male,Medium,49,30,18,Low,Low,6,Yes
Health Care,Male,Large,45,36,9,High,Medium,1,Yes
Health Care,Female,Small,26,25,11,Low,High,6,Yes
Hospitality,Male,Large,77,41,15,Low,Low,10,Yes
Banking,Female,Large,63,18,4,Low,Low,3,No
Banking,Male,Small,18,71,25,Medium,Medium,25,Yes
Hospitality,Male,Small,15,103,25,High,High,25,Yes
Hospitality,Female,Small,15,21,3,Medium,Medium,3,Yes
Banking,Male,Small,20,49,17,Medium,Medium,10,Yes
Health Care,Male,Small,24,16,7,Low,Medium,1,No
Hospitality,Male,Large,101,41,17,Low,High,9,Yes
Health Care,Female,Medium,151,33,18,Low,Low,8,No
Health Care,Male,Large,172,62,21,Medium,Low,14,Yes
Banking,Male,Small,54,37,12,Medium,Low,3,Yes
Banking,Male,Medium,70,57,23,Medium,Low,17,Yes
Health Care,Male,Medium,45,76,18,High,Low,16,Yes
Hospitality,Male,Large,48,36,7,High,Low,9,Yes
Health Care,Male,Medium,36,43,15,Low,Medium,6,Yes
Health Care,Male,Medium,20,42,19,Low,Low,8,Yes
Health Care,Male,Large,82,43,13,High,Medium,11,No
Health Care,Male,Small,12,102,44,Low,High,25,No
Hospitality,Male,Small,17,24,4,Medium,Low,2,Yes
Hospitality,Male,Medium,56,44,18,Medium,Medium,4,Yes
Hospitality,Female,Large,50,59,17,High,Low,13,Yes
Banking,Male,Small,25,30,9,High,Medium,5,Yes
Hospitality,Male,Medium,73,35,16,Low,High,9,No
Banking,Male,Medium,17,57,26,Low,High,2,Yes
Health Care,Male,Large,31,32,9,Low,Medium,10,Yes
Hospitality,Female,Small,18,63,20,Medium,High,9,Yes
Hospitality,Female,Small,40,37,14,Medium,High,8,No
Hospitality,Male,Medium,24,57,15,High,Low,12,Yes
Banking,Male,Medium,80,55,21,Medium,Low,17,No
Banking,Male,Large,57,51,22,Medium,Medium,15,Yes
Hospitality,Male,Medium,26,15,1,Medium,High,2,No
Banking,Female,Large,46,80,37,Low,Medium,11,No
Hospitality,Male,Large,83,20,4,High,Low,5,No
Health Care,Male,Large,151,24,9,Low,High,4,Yes
Health Care,Male,Medium,32,55,26,Medium,Low,17,Yes
Hospitality,Male,Large,48,49,17,Low,High,7,No
Banking,Male,Small,25,32,10,Medium,Low,6,No
Health Care,Female,Medium,92,42,9,High,Low,13,Yes
Health Care,Male,Medium,28,35,15,Low,Medium,7,Yes
Banking,Male,Large,96,51,11,Medium,Medium,16,Yes
Health Care,Male,Medium,28,9,1,Low,Low,1,Yes
Banking,Male,Large,100,48,12,High,High,12,Yes
Health Care,Male,Large,163,18,2,Medium,Low,2,Yes
Health Care,Male,Large,87,18,7,High,Medium,3,Yes
Banking,Male,Large,214,14,6,Medium,Low,2,Yes
Health Care,Male,Small,35,23,0,High,High,3,No
Hospitality,Female,Small,104,65,22,Medium,High,11,No
Health Care,Male,Large,110,50,18,Medium,Low,9,Yes
Hospitality,Female,Medium,49,14,0,High,Low,3,No
Health Care,Male,Medium,73,34,7,Medium,High,3,No
Banking,Male,Medium,15,10,1,Low,Medium,1,Yes
Hospitality,Male,Small,19,31,18,Medium,Medium,5,Yes
Banking,Female,Medium,23,39,20,Low,Low,4,Yes
Health Care,Female,Medium,19,21,5,Medium,High,2,No
Health Care,Male,Small,81,51,13,Medium,High,15,Yes
Health Care,Male,Small,15,89,37,Low,Low,16,Yes
Health Care,Male,Medium,25,9,7,Medium,Medium,1,No
Banking,Male,Medium,28,16,10,High,High,3,Yes
Hospitality,Female,Small,36,65,20,Medium,Medium,11,Yes
Banking,Male,Medium,63,82,37,Low,Medium,17,No
Banking,Male,Large,88,16,3,High,Medium,1,Yes
Banking,Male,Medium,60,66,20,High,Low,19,Yes
Hospitality,Male,Large,62,12,2,Low,High,1,No
Banking,Male,Large,371,61,24,Medium,Medium,9,Yes
Banking,Female,Small,16,18,0,High,Medium,1,Yes
Banking,Male,Small,24,74,28,Medium,Low,22,Yes
Banking,Female,Medium,73,18,3,Medium,High,4,Yes
Health Care,Female,Medium,24,43,14,Medium,High,9,Yes
Health Care,Male,Medium,60,29,5,High,Medium,2,Yes
Health Care,Male,Small,23,22,13,Medium,High,4,Yes
Hospitality,Male,Medium,21,70,20,High,Low,12,No
Banking,Female,Small,24,72,16,High,High,25,Yes
Health Care,Male,Large,126,103,33,Medium,Medium,25,Yes
Banking,Male,Small,14,60,18,High,Low,14,Yes
Banking,Male,Large,75,73,22,Low,Low,16,Yes
Banking,Male,Small,45,87,40,Low,Low,25,No
Banking,Male,Small,46,17,1,High,High,1,Yes
Banking,Male,Small,24,18,14,Low,High,2,Yes
Hospitality,Female,Large,69,29,21,Low,Medium,1,Yes
Health Care,Female,Small,60,27,9,Medium,Low,6,Yes
Banking,Male,Medium,23,70,23,Medium,High,25,Yes
Banking,Male,Large,336,28,10,Medium,Low,7,Yes
Health Care,Female,Medium,33,45,18,Low,Medium,7,No
Banking,Male,Medium,26,68,28,Low,High,15,No
Hospitality,Female,Large,30,66,23,Medium,Low,22,No
Health Care,Male,Large,38,37,14,Medium,Medium,10,No
Banking,Male,Medium,61,66,23,Medium,Low,19,Yes
Banking,Male,Medium,49,16,6,Medium,Low,2,No
Hospitality,Male,Large,47,35,10,Medium,High,6,Yes
Banking,Female,Large,193,21,6,Low,Low,4,Yes
Hospitality,Male,Medium,74,18,1,High,Medium,4,Yes
Health Care,Male,Large,49,14,8,Low,Low,2,Yes
Banking,Male,Small,22,56,25,Low,Medium,18,Yes
Hospitality,Female,Medium,22,22,6,High,Low,5,Yes
Hospitality,Male,Small,37,79,36,Low,High,7,No
Banking,Female,Small,42,30,10,Medium,Low,3,No
Hospitality,Male,Medium,31,72,25,Medium,High,25,Yes
Banking,Male,Medium,59,35,16,Medium,Medium,8,Yes
Hospitality,Female,Small,131,14,7,Medium,Medium,1,Yes
Banking,Male,Medium,46,31,7,High,High,3,Yes
Hospitality,Male,Medium,49,99,33,Medium,Low,25,Yes
Banking,Male,Large,59,77,30,Medium,Low,25,No
Health Care,Male,Large,30,32,8,High,Low,7,Yes
Banking,Male,Medium,115,32,10,Medium,Medium,7,Yes
Hospitality,Male,Large,122,63,18,Medium,High,19,No
Hospitality,Male,Medium,54,32,16,Medium,Low,10,Yes
Health Care,Male,Medium,16,75,22,Medium,High,22,Yes
Hospitality,Male,Large,118,67,17,High,Medium,6,Yes
Health Care,Male,Medium,51,92,46,Low,Low,25,Yes
Health Care,Female,Medium,42,54,12,High,High,7,No
Health Care,Female,Small,36,33,11,Medium,High,9,Yes
Banking,Male,Small,74,23,8,High,High,1,Yes
Hospitality,Male,Medium,15,60,23,Low,Medium,8,Yes
Health Care,Female,Large,40,38,4,High,Low,12,No
Health Care,Male,Medium,88,50,21,Low,Medium,5,Yes
Health Care,Male,Large,30,23,5,High,Medium,6,Yes
Hospitality,Female,Large,176,78,27,Medium,Medium,4,No
Banking,Male,Small,12,70,21,High,High,25,No
Hospitality,Male,Medium,64,28,6,Medium,High,6,No
Health Care,Female,Medium,87,12,4,Low,Low,2,Yes
Hospitality,Male,Medium,46,10,8,Medium,Medium,1,Yes
Hospitality,Male,Small,37,67,29,Low,High,12,No
Health Care,Male,Large,33,25,14,Medium,Low,7,Yes
Hospitality,Male,Large,44,33,7,High,Low,1,Yes
Health Care,Female,Medium,90,52,21,Low,Low,4,Yes
Hospitality,Male,Medium,72,98,34,Medium,Low,20,Yes
Banking,Male,Small,13,96,34,Medium,Medium,24,Yes
Hospitality,Female,Medium,70,56,18,Medium,Low,1,Yes
Health Care,Male,Large,64,12,4,High,Low,2,Yes
Banking,Male,Large,81,94,32,Medium,Medium,1,Yes
Banking,Male,Medium,19,49,25,Low,Low,17,Yes
Health Care,Male,Medium,32,12,6,Low,Low,1,Yes
Banking,Male,Medium,34,10,3,Medium,High,1,Yes
Hospitality,Female,Medium,51,34,10,Medium,Medium,3,Yes
Hospitality,Female,Small,38,58,28,Low,Low,20,Yes
Hospitality,Male,Medium,41,37,16,Low,High,10,Yes
Hospitality,Male,Medium,16,42,13,Medium,Low,8,Yes
Banking,Male,Small,16,49,14,Medium,Low,13,Yes
Hospitality,Male,Small,16,34,17,Low,High,10,Yes
Hospitality,Male,Small,66,45,14,Medium,Low,11,No
Hospitality,Female,Medium,90,15,2,High,High,1,Yes
Banking,Male,Medium,68,40,11,High,High,8,No
Hospitality,Male,Small,16,48,15,High,Low,12,Yes
Banking,Male,Small,57,92,24,High,Low,7,Yes
Banking,Male,Large,42,39,20,Low,Low,1,Yes
Banking,Male,Small,32,12,7,Low,Low,2,Yes
Banking,Male,Medium,58,72,25,Medium,High,25,Yes
Health Care,Male,Large,33,68,24,Medium,Medium,10,Yes
Banking,Male,Medium,45,43,16,High,Low,10,No
Health Care,Male,Large,48,50,21,Low,Medium,9,Yes
Health Care,Male,Medium,37,22,4,Medium,Low,2,Yes
Hospitality,Male,Small,24,32,3,Medium,Low,1,Yes
Banking,Female,Medium,53,21,13,Medium,Low,5,Yes
Hospitality,Male,Medium,37,39,19,Medium,High,5,Yes
Health Care,Male,Small,20,72,29,Low,Low,14,Yes
Hospitality,Male,Medium,93,16,7,High,Medium,2,Yes
Banking,Female,Large,229,21,10,Medium,Low,3,No
Hospitality,Male,Small,52,22,9,Medium,Medium,1,Yes
Health Care,Male,Medium,43,49,23,Low,Low,5,Yes
Health Care,Male,Medium,85,50,15,Medium,Low,3,Yes
Banking,Male,Large,87,25,11,Low,Medium,3,Yes
Health Care,Male,Large,40,30,14,Low,Medium,3,No
Banking,Male,Large,31,45,20,Low,Low,3,Yes
Banking,Female,Medium,57,20,8,Low,High,4,Yes
Health Care,Male,Small,46,50,21,Medium,Medium,7,No
Banking,Male,Medium,100,24,11,Medium,High,5,Yes
Banking,Male,Medium,72,22,8,High,Medium,1,Yes
Banking,Male,Medium,48,60,29,Low,High,5,No
Health Care,Male,Large,43,55,25,Low,Medium,15,Yes
Health Care,Female,Medium,44,10,5,High,Low,1,No
Hospitality,Female,Medium,34,100,41,Low,High,24,No
Health Care,Male,Medium,24,27,12,Low,High,3,Yes
Banking,Male,Small,52,10,6,Low,High,1,No
Hospitality,Male,Medium,20,14,5,High,Low,3,Yes
Hospitality,Male,Medium,47,14,4,High,Medium,1,No
Banking,Male,Large,88,26,11,Medium,Medium,7,Yes
Hospitality,Female,Medium,27,31,12,High,Medium,4,No
Health Care,Female,Large,65,55,16,Medium,High,14,Yes
Banking,Male,Medium,19,62,16,High,Medium,11,Yes
Banking,Male,Small,12,32,12,Low,High,6,No
Banking,Male,Small,12,28,10,High,Low,7,Yes
Banking,Male,Small,16,27,14,Low,Low,8,Yes
Health Care,Male,Medium,81,14,1,Medium,Low,3,Yes
Hospitality,Male,Small,30,51,22,Low,Low,2,Yes
Hospitality,Male,Medium,19,19,0,High,Low,4,Yes
Health Care,Male,Large,177,19,7,High,Low,1,No
Banking,Male,Medium,42,40,12,Medium,Medium,4,Yes
Hospitality,Male,Large,31,64,12,High,Medium,7,Yes
Hospitality,Male,Small,47,27,8,Medium,High,7,No
Hospitality,Male,Medium,36,15,5,High,Medium,2,Yes
Health Care,Male,Small,31,12,6,Low,Medium,1,Yes
Health Care,Male,Large,89,12,2,Medium,Low,1,Yes
Hospitality,Male,Small,14,18,7,Low,High,1,Yes
Health Care,Male,Medium,111,34,11,Medium,Low,5,Yes
Banking,Male,Medium,25,35,5,High,High,4,Yes
Banking,Male,Medium,47,20,0,High,Medium,3,Yes
Banking,Female,Large,150,26,6,High,Low,2,Yes
Hospitality,Male,Small,22,19,8,Medium,Medium,5,Yes
Hospitality,Male,Medium,47,42,10,High,Low,1,Yes
Hospitality,Male,Large,311,42,20,Medium,Low,2,No
Health Care,Male,Medium,77,31,5,High,Low,5,Yes
Hospitality,Female,Medium,64,13,4,Medium,Medium,1,Yes
Hospitality,Male,Small,26,98,35,Medium,Low,15,Yes
Banking,Male,Large,67,56,15,High,Medium,10,Yes
Banking,Male,Large,71,17,3,High,High,4,Yes
Hospitality,Male,Medium,53,21,7,Medium,Medium,2,Yes
Hospitality,Female,Large,39,13,4,Medium,Low,2,Yes
Health Care,Male,Medium,79,14,6,Medium,Low,2,Yes
Banking,Male,Small,12,12,2,Medium,Low,2,Yes
Banking,Female,Small,16,36,1,High,High,5,Yes
Hospitality,Female,Medium,36,18,3,High,Medium,3,Yes
Banking,Male,Medium,25,57,30,Low,Medium,18,Yes
Banking,Male,Large,58,70,26,Medium,Low,25,Yes
Health Care,Male,Medium,28,32,3,High,Low,10,No
Banking,Male,Large,49,65,31,Low,High,14,Yes
Hospitality,Female,Medium,31,30,11,Medium,Medium,3,Yes
Banking,Male,Medium,38,36,7,High,High,9,Yes
Banking,Male,Small,28,10,0,High,High,1,Yes
Hospitality,Female,Medium,69,91,29,Medium,High,25,Yes
Health Care,Male,Large,53,68,28,Low,Low,9,Yes
Hospitality,Male,Small,20,28,18,Low,Low,4,Yes
Health Care,Female,Large,73,39,15,Medium,Low,12,No
Banking,Female,Large,33,25,9,Low,High,1,Yes
Health Care,Female,Medium,19,18,6,Low,Low,4,No
Banking,Male,Small,52,57,14,High,High,19,Yes
Health Care,Female,Small,29,24,4,High,High,3,No
Hospitality,Male,Small,13,33,8,High,High,9,Yes
Health Care,Male,Small,26,56,24,Low,Medium,4,Yes
Hospitality,Female,Medium,32,41,18,Low,Low,4,Yes
Banking,Male,Small,19,39,3,High,Low,11,No
Banking,Female,Large,59,106,28,High,Medium,20,Yes
Health Care,Male,Medium,22,19,3,High,High,2,Yes
Hospitality,Male,Small,26,27,9,High,High,3,No
Health Care,Female,Medium,32,34,15,High,Low,6,Yes
Banking,Male,Large,88,42,10,Medium,Low,8,Yes
Hospitality,Male,Medium,108,26,9,Medium,Medium,6,Yes
Banking,Male,Medium,22,80,26,Medium,Medium,14,Yes
Health Care,Female,Large,63,41,15,Medium,Low,12,No
Health Care,Male,Large,81,35,5,Medium,Medium,5,Yes
Health Care,Male,Large,79,31,6,High,High,1,Yes
Banking,Male,Small,39,43,16,Low,High,2,Yes
Hospitality,Female,Large,49,31,12,High,Medium,6,Yes
Health Care,Male,Small,37,78,40,Low,Medium,21,Yes
Banking,Female,Large,44,25,7,Medium,Low,7,Yes
Health Care,Male,Small,15,47,8,High,High,7,No
Health Care,Male,Large,141,55,22,Low,Low,11,Yes
Health Care,Male,Large,70,19,6,Medium,Low,2,Yes
Health Care,Male,Small,24,17,3,Low,Low,2,No
Banking,Male,Large,194,24,7,High,Medium,4,Yes
Banking,Female,Small,42,70,16,High,High,25,Yes
Health Care,Female,Small,40,64,17,High,High,17,Yes
Banking,Male,Medium,22,68,18,High,Medium,10,Yes
Health Care,Male,Large,44,33,12,High,High,4,No
Health Care,Female,Medium,37,37,18,Low,Low,7,Yes
Hospitality,Male,Medium,49,84,30,Medium,Medium,3,No
Health Care,Male,Medium,31,41,15,Medium,High,9,No
Banking,Male,Large,34,25,2,Medium,Medium,5,No
Hospitality,Male,Large,101,30,8,High,Low,2,Yes
Banking,Female,Small,49,23,12,Low,High,2,Yes
Hospitality,Male,Small,84,80,35,Low,Low,8,Yes
Banking,Male,Small,25,66,28,Medium,Low,10,Yes
Hospitality,Male,Medium,25,53,19,Low,Medium,1,Yes
